Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
266,Entry long,2026-05-13 22:15,L,4691.22,22.85,107194.377,-361.07,-0.34,353.28,0.33,-350.38,-0.33,114089.62,114.09
267,Exit long,2026-05-14 03:30,HTF runner,4676.355,22.86,107241.2892,-361.23,-0.34,353.44,0.33,-350.54,-0.33,113739.12,113.74
267,Entry long,2026-05-13 22:15,L,4691.22,22.86,107241.2892,-361.23,-0.34,353.44,0.33,-350.54,-0.33,113739.12,113.74
268,Exit short,2026-05-14 05:15,Margin call,4700.24,1,4700.24,-0.94,-0.02,0,0.00,-0.47,-0.01,113717.27,113.72
268,Entry short,2026-05-14 05:15,S,4700.24,1,4700.24,-0.94,-0.02,0,0.00,-0.47,-0.01,113717.27,113.72
269,Exit short,2026-05-14 07:30,2R partial,4714.561,22.73,106836.4552,-346.92,-0.32,305.95,0.29,-336.2,-0.31,113381.04,113.38
269,Entry short,2026-05-14 05:15,S,4700.24,22.73,106836.4552,-346.92,-0.32,305.95,0.29,-336.2,-0.31,113381.04,113.38
270,Exit short,2026-05-14 07:30,HTF runner,4714.561,21.74,102183.2176,-331.81,-0.32,292.62,0.29,-321.56,-0.31,113059.45,113.06
270,Entry short,2026-05-14 05:15,S,4700.24,21.74,102183.2176,-331.81,-0.32,292.62,0.29,-321.56,-0.31,113059.45,113.06
271,Exit long,2026-05-14 13:15,S,4704.485,45.37,212992.8677,406.97,0.19,686.02,0.32,-290.34,-0.14,113466.43,113.47
271,Entry long,2026-05-14 09:15,L,4694.575,45.37,212992.8677,406.97,0.19,686.02,0.32,-290.34,-0.14,113466.43,113.47
272,Exit short,2026-05-14 13:15,Margin call,4704.555,1,4704.485,-1.01,-0.02,0,0.00,-0.54,-0.01,113444.54,113.44
272,Entry short,2026-05-14 13:15,S,4704.485,1,4704.485,-1.01,-0.02,0,0.00,-0.54,-0.01,113444.54,113.44
273,Exit short,2026-05-14 13:15,2R partial,4698.453,22.68,106697.7198,115.48,0.11,126.14,0.12,-12.26,-0.01,113570.7,113.57
273,Entry short,2026-05-14 13:15,S,4704.485,22.68,106697.7198,115.48,0.11,126.14,0.12,-12.26,-0.01,113570.7,113.57
274,Exit short,2026-05-14 13:30,HTF runner,4714.561,21.69,102040.2796,447.56,0.45,457.71,0.45,-11.72,-0.01,114028.45,114.03
274,Entry short,2026-05-14 13:15,S,4704.485,21.69,102040.2796,447.56,0.44,457.71,0.45,-11.72,-0.01,114028.45,114.03
