Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1,Exit long,2025-11-30 23:15,HTF runner,4217.325,11.85,49975.30125,-10,-0.02,0,0.00,0,0.00,-14.99,-0.01
1,Entry long,2025-11-30 23:15,L,4217.325,11.85,49975.30125,-10,-0.02,0,0.00,0,0.00,-14.99,-0.01
2,Exit long,2025-12-02 06:15,S,4223.965,11.85,49975.30125,68.68,0.14,556.4,1.11,-294.26,-0.59,58.69,0.06
2,Entry long,2025-11-30 23:15,L,4217.325,11.85,49975.30125,68.68,0.14,556.4,1.11,-294.26,-0.59,58.69,0.06
3,Exit short,2025-12-02 06:15,2R partial,4216.816,11.84,50011.7456,74.65,0.15,79.64,0.16,-10.15,-0.02,128.34,0.13
3,Entry short,2025-12-02 06:15,S,4223.965,11.84,50011.7456,74.65,0.15,79.64,0.16,-10.15,-0.02,128.34,0.13
4,Exit short,2025-12-02 10:15,L,4186.995,11.84,50011.7456,427.77,0.86,502.05,1.00,-10.15,-0.02,561.1,0.56
4,Entry short,2025-12-02 06:15,S,4223.965,11.84,50011.7456,427.77,0.86,502.05,1.00,-10.15,-0.02,561.1,0.56
5,Exit long,2025-12-02 10:15,HTF runner,4186.995,12.01,50285.80995,-10.06,-0.02,0,0.00,0,0.00,546.02,0.55
5,Entry long,2025-12-02 10:15,L,4186.995,12.01,50285.80995,-10.06,-0.02,0,0.00,0,0.00,546.02,0.55
6,Exit long,2025-12-02 12:45,2R partial,4209.618,12,50243.94,261.4,0.52,266.45,0.53,-61.24,-0.12,812.45,0.81
6,Entry long,2025-12-02 10:15,L,4186.995,12,50243.94,261.4,0.52,266.45,0.53,-61.24,-0.12,812.45,0.81
7,Exit short,2025-12-02 14:15,2R partial,4227.882,11.93,50387.72695,-60.99,-0.12,13.33,0.03,-55.94,-0.11,746.42,0.75
7,Entry short,2025-12-02 14:15,S,4223.615,11.93,50387.72695,-60.99,-0.12,13.33,0.03,-55.94,-0.11,746.42,0.75
8,Exit short,2025-12-02 14:15,HTF runner,4227.882,11.93,50387.72695,-60.99,-0.12,13.33,0.03,-55.94,-0.11,690.47,0.69
8,Entry short,2025-12-02 14:15,S,4223.615,11.93,50387.72695,-60.99,-0.12,13.33,0.03,-55.94,-0.11,690.47,0.69
9,Exit long,2025-12-02 23:15,HTF runner,4207.905,11.96,50326.5438,-10.07,-0.02,0,0.00,0,0.00,675.37,0.68
9,Entry long,2025-12-02 23:15,L,4207.905,11.96,50326.5438,-10.07,-0.02,0,0.00,0,0.00,675.37,0.68
10,Exit long,2025-12-03 02:15,S,4224.105,11.96,50326.5438,183.67,0.36,193.02,0.38,-43.78,-0.09,864.07,0.86
10,Entry long,2025-12-02 23:15,L,4207.905,11.96,50326.5438,183.67,0.36,193.02,0.38,-43.78,-0.09,864.07,0.86
11,Exit short,2025-12-03 02:30,Margin call,4229.065,0.2,844.821,-1.16,-0.14,0.85,0.10,-1.08,-0.13,852.91,0.85
11,Entry short,2025-12-03 02:15,S,4224.105,0.2,844.821,-1.16,-0.14,0.85,0.10,-1.08,-0.13,852.91,0.85
12,Exit short,2025-12-03 05:45,2R partial,4204.008,11.93,50393.57265,229.7,0.46,234.72,0.47,-64.21,-0.13,1087.65,1.09
12,Entry short,2025-12-03 02:15,S,4224.105,11.93,50393.57265,229.7,0.46,234.72,0.47,-64.21,-0.13,1087.65,1.09
13,Exit short,2025-12-03 10:15,L,4195.5,11.74,49590.9927,325.94,0.66,333.21,0.67,-63.19,-0.13,1418.55,1.42
13,Entry short,2025-12-03 02:15,S,4224.105,11.74,49590.9927,325.94,0.66,333.21,0.67,-63.19,-0.13,1418.55,1.42
14,Exit long,2025-12-03 10:15,HTF runner,4195.5,12.09,50723.595,-10.14,-0.02,0,0.00,0,0.00,1403.34,1.40
14,Entry long,2025-12-03 10:15,L,4195.5,12.09,50723.595,-10.14,-0.02,0,0.00,0,0.00,1403.34,1.40
15,Exit long,2025-12-03 12:30,2R partial,4211.336,12.08,50681.64,181.14,0.36,186.23,0.37,-15.4,-0.03,1589.55,1.59
15,Entry long,2025-12-03 10:15,L,4195.5,12.08,50681.64,181.14,0.36,186.23,0.37,-15.4,-0.03,1589.55,1.59
16,Exit short,2025-12-03 14:15,Margin call,4230.945,0.16,676.2784,-0.81,-0.12,0,0.00,-0.74,-0.11,1578.65,1.58
16,Entry short,2025-12-03 14:15,S,4226.74,0.16,676.2784,-0.81,-0.12,0,0.00,-0.74,-0.11,1578.65,1.58
17,Exit short,2025-12-03 14:30,2R partial,4238.57,12.01,50763.1474,-152.25,-0.30,60.38,0.12,-147.15,-0.29,1431.48,1.43
17,Entry short,2025-12-03 14:15,S,4226.74,12.01,50763.1474,-152.25,-0.30,60.38,0.12,-147.15,-0.29,1431.48,1.43
18,Exit short,2025-12-03 14:30,HTF runner,4238.57,11.86,50129.1364,-150.34,-0.30,59.62,0.12,-145.32,-0.29,1286.15,1.29
18,Entry short,2025-12-03 14:15,S,4226.74,11.86,50129.1364,-150.34,-0.30,59.62,0.12,-145.32,-0.29,1286.15,1.29
19,Exit long,2025-12-04 14:15,HTF runner,4204.945,12.04,50627.5378,-10.13,-0.02,0,0.00,0,0.00,1270.96,1.27
19,Entry long,2025-12-04 14:15,L,4204.945,12.04,50627.5378,-10.13,-0.02,0,0.00,0,0.00,1270.96,1.27
20,Exit long,2025-12-04 23:15,S,4208.095,12.04,50627.5378,27.8,0.05,171.62,0.34,-166.4,-0.33,1303.82,1.30
20,Entry long,2025-12-04 14:15,L,4204.945,12.04,50627.5378,27.8,0.05,171.62,0.34,-166.4,-0.33,1303.82,1.30
21,Exit short,2025-12-04 23:15,Margin call,4209.555,0.04,168.3238,-0.09,-0.05,0.02,0.01,-0.08,-0.04,1293.62,1.29
21,Entry short,2025-12-04 23:15,S,4208.095,0.04,168.3238,-0.09,-0.05,0.02,0.01,-0.08,-0.04,1293.62,1.29
22,Exit short,2025-12-05 02:15,L,4201.745,24.03,101120.5229,132.38,0.13,309.01,0.31,-72.35,-0.07,1436.11,1.44
22,Entry short,2025-12-04 23:15,S,4208.095,24.03,101120.5229,132.38,0.13,309.01,0.31,-72.35,-0.07,1436.11,1.44
23,Exit long,2025-12-05 02:15,HTF runner,4201.745,12.07,50715.06215,-10.14,-0.02,0,0.00,0,0.00,1420.9,1.42
23,Entry long,2025-12-05 02:15,L,4201.745,12.07,50715.06215,-10.14,-0.02,0,0.00,0,0.00,1420.9,1.42
24,Exit long,2025-12-05 02:15,2R partial,4198.561,12.07,50715.06215,-48.57,-0.10,0,0.00,-43.5,-0.09,1377.4,1.38
24,Entry long,2025-12-05 02:15,L,4201.745,12.07,50715.06215,-48.57,-0.10,0,0.00,-43.5,-0.09,1377.4,1.38
25,Exit short,2025-12-05 18:15,Margin call,4219.35,0.04,168.717,-0.09,-0.05,0,0.00,-0.07,-0.04,1367.19,1.37
25,Entry short,2025-12-05 18:15,S,4217.925,0.04,168.717,-0.09,-0.05,0,0.00,-0.07,-0.04,1367.19,1.37
26,Exit short,2025-12-08 02:15,L,4200.27,23.99,101188.0207,403.35,0.40,610.5,0.60,-44.3,-0.04,1780.66,1.78
26,Entry short,2025-12-05 18:15,S,4217.925,23.99,101188.0207,403.35,0.40,610.5,0.60,-44.3,-0.04,1780.66,1.78
27,Exit long,2025-12-08 02:15,Margin call,4200.27,1,4200.27,-0.84,-0.02,0,0.00,-0.42,-0.01,1770.06,1.77
27,Entry long,2025-12-08 02:15,L,4200.27,1,4200.27,-0.84,-0.02,0,0.00,-0.42,-0.01,1770.06,1.77
28,Exit long,2025-12-08 06:15,S,4215.535,23.23,97572.2721,335.06,0.34,419.53,0.43,-39.03,-0.04,2114.87,2.11
28,Entry long,2025-12-08 02:15,L,4200.27,23.23,97572.2721,335.06,0.34,419.53,0.43,-39.03,-0.04,2114.87,2.11
29,Exit short,2025-12-08 06:15,Margin call,4218.28,0.12,505.8642,-0.43,-0.09,0.15,0.03,-0.38,-0.08,2104.28,2.10
29,Entry short,2025-12-08 06:15,S,4215.535,0.12,505.8642,-0.43,-0.09,0.15,0.03,-0.38,-0.08,2104.28,2.10
30,Exit short,2025-12-08 13:45,2R partial,4199.66,12.11,51050.12885,182.06,0.36,187.14,0.37,-49.19,-0.10,2291.44,2.29
30,Entry short,2025-12-08 06:15,S,4215.535,12.11,51050.12885,182.06,0.36,187.14,0.37,-49.19,-0.10,2291.44,2.29
31,Exit short,2025-12-08 15:00,HTF runner,4186.919,11.99,50544.26465,333.03,0.66,338.05,0.67,-48.7,-0.10,2629.53,2.63
31,Entry short,2025-12-08 06:15,S,4215.535,11.99,50544.26465,333.03,0.66,338.05,0.67,-48.7,-0.10,2629.53,2.63
32,Exit long,2025-12-09 08:30,2R partial,4189.359,12.29,51308.84505,168.1,0.33,173.25,0.34,-15.33,-0.03,2792.5,2.79
32,Entry long,2025-12-09 06:15,L,4174.845,12.29,51308.84505,168.1,0.33,173.25,0.34,-15.33,-0.03,2792.5,2.79
33,Exit long,2025-12-10 06:15,S,4209.585,12.29,51308.84505,416.65,0.81,569.8,1.11,-15.33,-0.03,3214.28,3.21
33,Entry long,2025-12-09 06:15,L,4174.845,12.29,51308.84505,416.65,0.81,569.8,1.11,-15.33,-0.03,3214.28,3.21
34,Exit short,2025-12-10 06:15,Margin call,4210.33,1,4209.585,-1.59,-0.04,0,0.00,-1.17,-0.03,3202.79,3.20
34,Entry short,2025-12-10 06:15,S,4209.585,1,4209.585,-1.59,-0.04,0,0.00,-1.17,-0.03,3202.79,3.20
35,Exit short,2025-12-10 10:30,2R partial,4189.21,12.25,51567.41625,239.31,0.46,244.44,0.47,-14.28,-0.03,3447.26,3.45
35,Entry short,2025-12-10 06:15,S,4209.585,12.25,51567.41625,239.31,0.46,244.44,0.47,-14.28,-0.03,3447.26,3.45
36,Exit short,2025-12-10 18:15,L,4199.055,11.26,47399.9271,109.1,0.23,240.56,0.51,-13.13,-0.03,3561.1,3.56
36,Entry short,2025-12-10 06:15,S,4209.585,11.26,47399.9271,109.1,0.23,240.56,0.51,-13.13,-0.03,3561.1,3.56
37,Exit long,2025-12-10 19:30,2R partial,4187.952,12.33,51774.34815,-147.24,-0.28,251.35,0.49,-142.08,-0.27,3408.68,3.41
37,Entry long,2025-12-10 18:15,L,4199.055,12.33,51774.34815,-147.24,-0.28,251.35,0.49,-142.08,-0.27,3408.68,3.41
38,Exit long,2025-12-10 19:30,HTF runner,4187.952,12.33,51774.34815,-147.24,-0.28,251.35,0.49,-142.08,-0.27,3266.61,3.27
38,Entry long,2025-12-10 18:15,L,4199.055,12.33,51774.34815,-147.24,-0.28,251.35,0.49,-142.08,-0.27,3266.61,3.27
39,Exit short,2025-12-11 02:30,2R partial,4220.998,12.19,51610.69245,146.42,0.28,151.57,0.29,-12.9,-0.02,3407.87,3.41
39,Entry short,2025-12-11 02:15,S,4233.855,12.19,51610.69245,146.42,0.28,151.57,0.29,-12.9,-0.02,3407.87,3.41
40,Exit short,2025-12-11 06:15,L,4211.07,12.19,51610.69245,267.45,0.52,355.48,0.69,-12.9,-0.02,3680.49,3.68
40,Entry short,2025-12-11 02:15,S,4233.855,12.19,51610.69245,267.45,0.52,355.48,0.69,-12.9,-0.02,3680.49,3.68
41,Exit long,2025-12-11 06:15,2R partial,4208.15,12.3,51796.161,-46.27,-0.09,0,0.00,-41.1,-0.08,3629.03,3.63
41,Entry long,2025-12-11 06:15,L,4211.07,12.3,51796.161,-46.27,-0.09,0,0.00,-41.1,-0.08,3629.03,3.63
42,Exit long,2025-12-11 06:15,HTF runner,4208.15,12.31,51838.2717,-46.31,-0.09,0,0.00,-41.13,-0.08,3587.91,3.59
42,Entry long,2025-12-11 06:15,L,4211.07,12.31,51838.2717,-46.31,-0.09,0,0.00,-41.13,-0.08,3587.91,3.59
43,Exit short,2025-12-16 02:15,Margin call,4312.3,1,4310.845,-2.32,-0.05,0,0.00,-1.89,-0.04,3575.67,3.58
43,Entry short,2025-12-16 02:15,S,4310.845,1,4310.845,-2.32,-0.05,0,0.00,-1.89,-0.04,3575.67,3.58
44,Exit short,2025-12-16 02:45,2R partial,4294.148,12.01,51773.24845,190.2,0.37,195.35,0.38,-22.65,-0.04,3771.04,3.77
44,Entry short,2025-12-16 02:15,S,4310.845,12.01,51773.24845,190.2,0.37,195.35,0.38,-22.65,-0.04,3771.04,3.77
45,Exit short,2025-12-16 10:15,L,4277.935,11.01,47462.40345,352.88,0.74,427.62,0.90,-20.77,-0.04,4128.67,4.13
45,Entry short,2025-12-16 02:15,S,4310.845,11.01,47462.40345,352.88,0.74,427.62,0.90,-20.77,-0.04,4128.67,4.13
46,Exit long,2025-12-16 10:15,HTF runner,4277.935,12.17,52062.46895,-10.41,-0.02,0,0.00,0,0.00,4113.06,4.11
46,Entry long,2025-12-16 10:15,L,4277.935,12.17,52062.46895,-10.41,-0.02,0,0.00,0,0.00,4113.06,4.11
47,Exit long,2025-12-16 11:15,2R partial,4274.022,12.16,52019.6896,-57.98,-0.11,44.84,0.09,-52.78,-0.10,4060.28,4.06
47,Entry long,2025-12-16 10:15,L,4277.935,12.16,52019.6896,-57.98,-0.11,44.84,0.09,-52.78,-0.10,4060.28,4.06
48,Exit short,2025-12-18 23:15,Margin call,4336.47,0.04,173.389,-0.1,-0.06,0.01,0.01,-0.09,-0.05,4049.79,4.05
48,Entry short,2025-12-18 23:15,S,4334.725,0.04,173.389,-0.1,-0.06,0.01,0.01,-0.09,-0.05,4049.79,4.05
49,Exit short,2025-12-19 01:00,2R partial,4323.795,12,52016.7,120.77,0.23,125.96,0.24,-33.34,-0.06,4175.76,4.18
49,Entry short,2025-12-18 23:15,S,4334.725,12,52016.7,120.77,0.23,125.96,0.24,-33.34,-0.06,4175.76,4.18
50,Exit short,2025-12-19 06:15,L,4327.26,11.96,51843.311,78.92,0.15,301.35,0.58,-33.23,-0.06,4259.86,4.26
50,Entry short,2025-12-18 23:15,S,4334.725,11.96,51843.311,78.92,0.15,301.35,0.58,-33.23,-0.06,4259.86,4.26
51,Exit long,2025-12-19 06:15,HTF runner,4327.26,12.05,52143.483,-10.43,-0.02,0,0.00,0,0.00,4244.22,4.24
51,Entry long,2025-12-19 06:15,L,4327.26,12.05,52143.483,-10.43,-0.02,0,0.00,0,0.00,4244.22,4.24
52,Exit long,2025-12-22 00:00,2R partial,4358.282,12.04,52100.2104,363.05,0.70,368.29,0.71,-94.67,-0.18,4612.48,4.61
52,Entry long,2025-12-19 06:15,L,4327.26,12.04,52100.2104,363.05,0.70,368.29,0.71,-94.67,-0.18,4612.48,4.61
53,Exit short,2025-12-28 23:15,2R partial,4537.716,11.53,52269.81375,-60.51,-0.12,10.4,0.02,-55.28,-0.11,4546.74,4.55
53,Entry short,2025-12-28 23:15,S,4533.375,11.53,52269.81375,-60.51,-0.12,10.4,0.02,-55.28,-0.11,4546.74,4.55
54,Exit short,2025-12-28 23:15,HTF runner,4537.716,11.54,52315.1475,-60.56,-0.12,10.41,0.02,-55.33,-0.11,4491.41,4.49
54,Entry short,2025-12-28 23:15,S,4533.375,11.54,52315.1475,-60.56,-0.12,10.41,0.02,-55.33,-0.11,4491.41,4.49
55,Exit long,2025-12-29 02:15,HTF runner,4507.125,11.59,52237.57875,-10.45,-0.02,0,0.00,0,0.00,4475.74,4.48
55,Entry long,2025-12-29 02:15,L,4507.125,11.59,52237.57875,-10.45,-0.02,0,0.00,0,0.00,4475.74,4.48
56,Exit long,2025-12-29 06:15,S,4506.075,11.59,52237.57875,-22.62,-0.04,151.07,0.29,-86.41,-0.17,4458.34,4.46
56,Entry long,2025-12-29 02:15,L,4507.125,11.59,52237.57875,-22.62,-0.04,151.07,0.29,-86.41,-0.17,4458.34,4.46
57,Exit short,2025-12-29 06:15,Margin call,4506.075,1,4506.075,-0.9,-0.02,0,0.00,-0.45,-0.01,4447.45,4.45
57,Entry short,2025-12-29 06:15,S,4506.075,1,4506.075,-0.9,-0.02,0,0.00,-0.45,-0.01,4447.45,4.45
58,Exit short,2025-12-29 06:45,2R partial,4473.243,11.59,52225.40925,370.12,0.71,375.3,0.72,-18.61,-0.04,4822.79,4.82
58,Entry short,2025-12-29 06:15,S,4506.075,11.59,52225.40925,370.12,0.71,375.3,0.72,-18.61,-0.04,4822.79,4.82
59,Exit short,2025-12-29 15:00,HTF runner,4352.595,10.59,47719.33425,1615.97,3.39,1620.58,3.40,-17,-0.04,6443.53,6.44
59,Entry short,2025-12-29 06:15,S,4506.075,10.59,47719.33425,1615.97,3.39,1620.58,3.40,-17,-0.04,6443.53,6.44
60,Exit long,2026-01-02 03:30,HTF runner,4374.655,12.24,53210.7072,324.39,0.61,329.75,0.62,-29.31,-0.06,6762.6,6.76
60,Entry long,2026-01-02 02:15,L,4347.28,12.24,53210.7072,324.39,0.61,329.75,0.62,-29.31,-0.06,6762.6,6.76
61,Exit long,2026-01-02 14:15,S,4370.28,12.24,53210.7072,270.85,0.51,668.06,1.26,-29.31,-0.06,7038.78,7.04
61,Entry long,2026-01-02 02:15,L,4347.28,12.24,53210.7072,270.85,0.51,668.06,1.26,-29.31,-0.06,7038.78,7.04
62,Exit short,2026-01-02 14:15,Margin call,4370.28,1,4370.28,-0.87,-0.02,0,0.00,-0.44,-0.01,7027.64,7.03
62,Entry short,2026-01-02 14:15,S,4370.28,1,4370.28,-0.87,-0.02,0,0.00,-0.44,-0.01,7027.64,7.03
63,Exit short,2026-01-02 14:30,HTF runner,4352.595,11.25,49165.65,189.14,0.38,194.04,0.39,-45.75,-0.09,7221.69,7.22
63,Entry short,2026-01-02 14:15,S,4370.28,11.25,49165.65,189.14,0.38,194.04,0.39,-45.75,-0.09,7221.69,7.22
64,Exit short,2026-01-04 23:15,L,4370.335,12.24,53492.2272,-11.37,-0.02,733.52,1.37,-49.78,-0.09,7215.67,7.22
64,Entry short,2026-01-02 14:15,S,4370.28,12.24,53492.2272,-11.37,-0.02,733.52,1.37,-49.78,-0.09,7215.67,7.22
65,Exit long,2026-01-05 00:15,HTF runner,4384.894,12.27,53624.01045,167.9,0.31,173.28,0.32,-199.54,-0.37,7378.21,7.38
65,Entry long,2026-01-04 23:15,L,4370.335,12.27,53624.01045,167.9,0.31,173.28,0.32,-199.54,-0.37,7378.21,7.38
66,Exit long,2026-01-06 20:45,2R partial,4494.898,12.26,53580.3071,1516.27,2.83,1521.78,2.84,-199.37,-0.37,8899.84,8.90
66,Entry long,2026-01-04 23:15,L,4370.335,12.26,53580.3071,1516.27,2.83,1521.78,2.84,-199.37,-0.37,8899.84,8.90
67,Exit short,2026-01-07 23:15,2R partial,4462.953,12.2,54408.34,-50.57,-0.09,1.94,0.00,-45.13,-0.08,8843.82,8.84
67,Entry short,2026-01-07 23:15,S,4459.7,12.2,54408.34,-50.57,-0.09,1.94,0.00,-45.13,-0.08,8843.82,8.84
68,Exit short,2026-01-07 23:15,HTF runner,4462.953,12.21,54452.937,-50.61,-0.09,1.94,0.00,-45.16,-0.08,8798.66,8.80
68,Entry short,2026-01-07 23:15,S,4459.7,12.21,54452.937,-50.61,-0.09,1.94,0.00,-45.16,-0.08,8798.66,8.80
69,Exit long,2026-01-08 16:00,2R partial,4457.873,12.29,54362.66425,413.68,0.76,419.16,0.77,-53.24,-0.10,9206.9,9.21
69,Entry long,2026-01-08 14:15,L,4423.325,12.29,54362.66425,413.68,0.76,419.16,0.77,-53.24,-0.10,9206.9,9.21
70,Exit long,2026-01-12 00:00,HTF runner,4550.15,12.3,54406.8975,1548.91,2.85,1554.51,2.86,-53.29,-0.10,10761.25,10.76
70,Entry long,2026-01-08 14:15,L,4423.325,12.3,54406.8975,1548.91,2.85,1554.51,2.86,-53.29,-0.10,10761.25,10.76
71,Exit short,2026-01-14 23:15,Margin call,4618.69,0.04,184.664,-0.12,-0.07,0,0.00,-0.1,-0.06,10750.07,10.75
71,Entry short,2026-01-14 23:15,S,4616.6,0.04,184.664,-0.12,-0.07,0,0.00,-0.1,-0.06,10750.07,10.75
72,Exit short,2026-01-15 06:15,L,4605.485,23.94,110521.404,244.02,0.22,839.66,0.76,-61.09,-0.06,11005.14,11.01
72,Entry short,2026-01-14 23:15,S,4616.6,23.94,110521.404,244.02,0.22,839.66,0.76,-61.09,-0.06,11005.14,11.01
73,Exit long,2026-01-15 06:15,HTF runner,4605.485,12.05,55496.09425,-11.1,-0.02,0,0.00,0,0.00,10988.49,10.99
73,Entry long,2026-01-15 06:15,L,4605.485,12.05,55496.09425,-11.1,-0.02,0,0.00,0,0.00,10988.49,10.99
74,Exit long,2026-01-15 10:15,S,4612.56,12.05,55496.09425,74.15,0.13,99.71,0.18,-97.37,-0.18,11068.19,11.07
74,Entry long,2026-01-15 06:15,L,4605.485,12.05,55496.09425,74.15,0.13,99.71,0.18,-97.37,-0.18,11068.19,11.07
75,Exit short,2026-01-15 10:15,2R partial,4615.12,12.03,55489.0968,-41.9,-0.08,9.85,0.02,-36.35,-0.07,11020.74,11.02
75,Entry short,2026-01-15 10:15,S,4612.56,12.03,55489.0968,-41.9,-0.08,9.85,0.02,-36.35,-0.07,11020.74,11.02
76,Exit short,2026-01-15 10:15,HTF runner,4615.12,12.04,55535.2224,-41.93,-0.08,9.86,0.02,-36.38,-0.07,10984.36,10.98
76,Entry short,2026-01-15 10:15,S,4612.56,12.04,55535.2224,-41.93,-0.08,9.86,0.02,-36.38,-0.07,10984.36,10.98
77,Exit long,2026-01-15 14:15,HTF runner,4599.955,12.06,55475.4573,-11.1,-0.02,0,0.00,0,0.00,10967.72,10.97
77,Entry long,2026-01-15 14:15,L,4599.955,12.06,55475.4573,-11.1,-0.02,0,0.00,0,0.00,10967.72,10.97
78,Exit long,2026-01-15 14:30,2R partial,4607.471,12.06,55475.4573,79.54,0.14,85.1,0.15,-47.52,-0.09,11052.8,11.05
78,Entry long,2026-01-15 14:15,L,4599.955,12.06,55475.4573,79.54,0.14,85.1,0.15,-47.52,-0.09,11052.8,11.05
79,Exit short,2026-01-15 23:15,Margin call,4615.225,1,4614.27,-1.88,-0.04,0,0.00,-1.42,-0.03,11040.28,11.04
79,Entry short,2026-01-15 23:15,S,4614.27,1,4614.27,-1.88,-0.04,0,0.00,-1.42,-0.03,11040.28,11.04
80,Exit short,2026-01-16 01:00,2R partial,4597.101,12.03,55509.6681,195.46,0.35,200.99,0.36,-17.04,-0.03,11241.3,11.24
80,Entry short,2026-01-15 23:15,S,4614.27,12.03,55509.6681,195.46,0.35,200.99,0.36,-17.04,-0.03,11241.3,11.24
81,Exit short,2026-01-16 02:15,L,4598.355,11.03,50895.3981,165.38,0.32,220.92,0.43,-15.62,-0.03,11411.77,11.41
81,Entry short,2026-01-15 23:15,S,4614.27,11.03,50895.3981,165.38,0.32,220.92,0.43,-15.62,-0.03,11411.77,11.41
82,Exit long,2026-01-16 02:15,HTF runner,4598.355,12.11,55686.07905,-11.14,-0.02,0,0.00,0,0.00,11395.06,11.40
82,Entry long,2026-01-16 02:15,L,4598.355,12.11,55686.07905,-11.14,-0.02,0,0.00,0,0.00,11395.06,11.40
83,Exit long,2026-01-16 06:15,S,4604.89,12.11,55686.07905,67.99,0.12,211.93,0.38,-90.16,-0.16,11468.62,11.47
83,Entry long,2026-01-16 02:15,L,4598.355,12.11,55686.07905,67.99,0.12,211.93,0.38,-90.16,-0.16,11468.62,11.47
84,Exit short,2026-01-16 06:15,Margin call,4609.255,0.16,736.7824,-0.85,-0.11,0.13,0.02,-0.77,-0.10,11456.71,11.46
84,Entry short,2026-01-16 06:15,S,4604.89,0.16,736.7824,-0.85,-0.11,0.13,0.02,-0.77,-0.10,11456.71,11.46
85,Exit short,2026-01-16 15:15,2R partial,4570.364,12.1,55719.169,406.66,0.73,412.19,0.74,-193.12,-0.35,11868.94,11.87
85,Entry short,2026-01-16 06:15,S,4604.89,12.1,55719.169,406.66,0.73,412.19,0.74,-193.12,-0.35,11868.94,11.87
86,Exit short,2026-01-18 23:00,HTF runner,4649.78,11.94,54982.3866,-547.04,-0.99,811.2,1.48,-541.48,-0.98,11327.4,11.33
86,Entry short,2026-01-16 06:15,S,4604.89,11.94,54982.3866,-547.04,-0.99,811.2,1.48,-541.48,-0.98,11327.4,11.33
87,Exit long,2026-01-18 23:15,HTF runner,4654.225,11.96,55664.531,-11.13,-0.02,0,0.00,0,0.00,11310.71,11.31
87,Entry long,2026-01-18 23:15,L,4654.225,11.96,55664.531,-11.13,-0.02,0,0.00,0,0.00,11310.71,11.31
88,Exit long,2026-01-21 01:00,2R partial,4806.298,11.95,55617.98875,1805.97,3.25,1811.71,3.26,-17.51,-0.03,13122.24,13.12
88,Entry long,2026-01-18 23:15,L,4654.225,11.95,55617.98875,1805.97,3.25,1811.71,3.26,-17.51,-0.03,13122.24,13.12
89,Exit short,2026-01-29 14:15,2R partial,5547.639,10.22,56507.4531,-200.74,-0.36,118.93,0.21,-195.07,-0.35,12915.84,12.92
89,Entry short,2026-01-29 14:15,S,5529.105,10.22,56507.4531,-200.74,-0.36,118.93,0.21,-195.07,-0.35,12915.84,12.92
90,Exit short,2026-01-29 14:15,HTF runner,5547.639,10.23,56562.74415,-200.93,-0.36,119.05,0.21,-195.26,-0.35,12720.56,12.72
90,Entry short,2026-01-29 14:15,S,5529.105,10.23,56562.74415,-200.93,-0.36,119.05,0.21,-195.26,-0.35,12720.56,12.72
91,Exit long,2026-01-29 18:15,HTF runner,5355.095,10.52,56335.5994,-11.27,-0.02,0,0.00,0,0.00,12703.66,12.70
91,Entry long,2026-01-29 18:15,L,5355.095,10.52,56335.5994,-11.27,-0.02,0,0.00,0,0.00,12703.66,12.70
92,Exit long,2026-01-29 23:15,S,5421.79,10.52,56335.5994,690.29,1.23,981.09,1.74,-764.28,-1.36,13399.59,13.40
92,Entry long,2026-01-29 18:15,L,5355.095,10.52,56335.5994,690.29,1.23,981.09,1.74,-764.28,-1.36,13399.59,13.40
93,Exit short,2026-01-29 23:15,Margin call,5428.455,0.16,867.4864,-1.24,-0.14,0,0.00,-1.15,-0.13,13387.1,13.39
93,Entry short,2026-01-29 23:15,S,5421.79,0.16,867.4864,-1.24,-0.14,0,0.00,-1.15,-0.13,13387.1,13.39
94,Exit short,2026-01-29 23:45,Margin call,5447.88,0.12,650.6148,-3.26,-0.50,4.04,0.62,-3.2,-0.49,13383.91,13.38
94,Entry short,2026-01-29 23:15,S,5421.79,0.12,650.6148,-3.26,-0.50,4.04,0.62,-3.2,-0.49,13383.91,13.38
95,Exit short,2026-01-30 02:00,2R partial,5284.721,10.45,56657.7055,1421.18,2.51,1426.71,2.52,-312.58,-0.55,14810.75,14.81
95,Entry short,2026-01-29 23:15,S,5421.79,10.45,56657.7055,1421.18,2.51,1426.71,2.52,-312.58,-0.55,14810.75,14.81
96,Exit short,2026-02-02 01:00,HTF runner,4616.909,10.18,55193.8222,8183.47,14.83,8188.17,14.83,-304.51,-0.55,22999.74,23.00
96,Entry short,2026-01-29 23:15,S,5421.79,10.18,55193.8222,8183.47,14.83,8188.17,14.83,-304.51,-0.55,22999.74,23.00
97,Exit long,2026-02-03 16:30,HTF runner,4990.12,12.7,61505.2745,1856.76,3.02,1863.1,3.03,-20.37,-0.03,24850.36,24.85
97,Entry long,2026-02-03 06:15,L,4842.935,12.7,61505.2745,1856.76,3.02,1863.1,3.03,-20.37,-0.03,24850.36,24.85
98,Exit long,2026-02-04 01:00,2R partial,5049.821,12.69,61456.84515,2612.83,4.25,2619.24,4.26,-20.36,-0.03,27469.33,27.47
98,Entry long,2026-02-03 06:15,L,4842.935,12.69,61456.84515,2612.83,4.25,2619.24,4.26,-20.36,-0.03,27469.33,27.47
