Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
97,Entry short,2026-02-16 02:15,S,5022.475,0.51,2561.46225,15.79,0.62,29.12,1.14,-2.25,-0.09,1911.2,1.91
98,Exit long,2026-02-16 10:15,S,5007.78,1.02,5090.3151,16.6,0.33,26.97,0.53,-6.55,-0.13,1927.8,1.93
98,Entry long,2026-02-16 06:15,L,4990.505,1.02,5090.3151,16.6,0.33,26.97,0.53,-6.55,-0.13,1927.8,1.93
99,Exit short,2026-02-17 00:45,2R partial,4957.182,0.5,2503.89,24.8,0.99,25.05,1.00,-2.53,-0.10,1952.35,1.95
99,Entry short,2026-02-16 10:15,S,5007.78,0.5,2503.89,24.8,0.99,25.05,1.00,-2.53,-0.10,1952.35,1.95
100,Exit short,2026-02-17 00:45,HTF runner,4944.366,0.51,2553.9678,31.83,1.25,32.09,1.26,-2.58,-0.10,1984.43,1.98
100,Entry short,2026-02-16 10:15,S,5007.78,0.51,2553.9678,31.83,1.25,32.09,1.26,-2.58,-0.10,1984.43,1.98
101,Exit long,2026-02-18 06:15,S,4927.205,1.04,5094.544,28.73,0.56,43.47,0.85,-3.93,-0.08,2013.16,2.01
101,Entry long,2026-02-18 02:15,L,4898.6,1.04,5094.544,28.73,0.56,43.47,0.85,-3.93,-0.08,2013.16,2.01
102,Exit short,2026-02-18 10:15,L,4920.245,1.03,5075.02115,6.15,0.12,14.05,0.28,-16.25,-0.32,2019.32,2.02
102,Entry short,2026-02-18 06:15,S,4927.205,1.03,5075.02115,6.15,0.12,14.05,0.28,-16.25,-0.32,2019.32,2.02
103,Exit long,2026-02-18 11:45,2R partial,4908.346,0.51,2509.32495,-6.57,-0.26,2,0.08,-6.32,-0.25,2012.49,2.01
103,Entry long,2026-02-18 10:15,L,4920.245,0.51,2509.32495,-6.57,-0.26,2,0.08,-6.32,-0.25,2012.49,2.01
104,Exit long,2026-02-18 11:45,HTF runner,4908.346,0.52,2558.5274,-6.7,-0.26,2.04,0.08,-6.44,-0.25,2006.05,2.01
104,Entry long,2026-02-18 10:15,L,4920.245,0.52,2558.5274,-6.7,-0.26,2.04,0.08,-6.44,-0.25,2006.05,2.01
105,Exit short,2026-02-24 12:15,2R partial,5151.499,0.49,2535.5736,10.83,0.43,11.09,0.44,-3.61,-0.14,2016.63,2.02
105,Entry short,2026-02-24 10:15,S,5174.64,0.49,2535.5736,10.83,0.43,11.09,0.44,-3.61,-0.14,2016.63,2.02
106,Exit short,2026-02-24 14:15,L,5105.145,0.49,2535.5736,33.55,1.32,39.64,1.56,-3.61,-0.14,2050.43,2.05
106,Entry short,2026-02-24 10:15,S,5174.64,0.49,2535.5736,33.55,1.32,39.64,1.56,-3.61,-0.14,2050.43,2.05
107,Exit long,2026-02-24 14:15,HTF runner,5119.345,0.5,2552.5725,6.59,0.26,6.84,0.27,-2.54,-0.10,2056.77,2.06
107,Entry long,2026-02-24 14:15,L,5105.145,0.5,2552.5725,6.59,0.26,6.84,0.27,-2.54,-0.10,2056.77,2.06
108,Exit long,2026-02-24 15:30,2R partial,5147.741,0.49,2501.52105,20.37,0.81,20.62,0.82,-2.49,-0.10,2077.39,2.08
108,Entry long,2026-02-24 14:15,L,5105.145,0.49,2501.52105,20.37,0.81,20.62,0.82,-2.49,-0.10,2077.39,2.08
109,Exit short,2026-02-25 20:30,2R partial,5178.505,0.49,2551.47165,13.5,0.53,13.75,0.54,-0.92,-0.04,2090.63,2.09
109,Entry short,2026-02-25 18:15,S,5207.085,0.49,2551.47165,13.5,0.53,13.75,0.54,-0.92,-0.04,2090.63,2.09
110,Exit short,2026-02-25 23:15,L,5168.785,0.49,2551.47165,18.26,0.72,30.21,1.18,-0.92,-0.04,2109.14,2.11
110,Entry short,2026-02-25 18:15,S,5207.085,0.49,2551.47165,18.26,0.72,30.21,1.18,-0.92,-0.04,2109.14,2.11
111,Exit long,2026-02-25 23:15,HTF runner,5168.785,0.49,2532.70465,-0.51,-0.02,0,0.00,0,0.00,2108.38,2.11
111,Entry long,2026-02-25 23:15,L,5168.785,0.49,2532.70465,-0.51,-0.02,0,0.00,0,0.00,2108.38,2.11
112,Exit long,2026-02-26 10:15,S,5187.97,0.49,2532.70465,8.89,0.35,17.81,0.70,-6.94,-0.27,2117.53,2.12
112,Entry long,2026-02-25 23:15,L,5168.785,0.49,2532.70465,8.89,0.35,17.81,0.70,-6.94,-0.27,2117.53,2.12
113,Exit short,2026-02-26 14:30,2R partial,5149.142,0.49,2542.1053,18.52,0.73,18.77,0.74,-0.71,-0.03,2135.79,2.14
113,Entry short,2026-02-26 10:15,S,5187.97,0.49,2542.1053,18.52,0.73,18.77,0.74,-0.71,-0.03,2135.79,2.14
114,Exit short,2026-02-26 18:15,L,5173.4,0.49,2542.1053,6.63,0.26,28.04,1.10,-2.7,-0.11,2142.68,2.14
114,Entry short,2026-02-26 10:15,S,5187.97,0.49,2542.1053,6.63,0.26,28.04,1.10,-2.7,-0.11,2142.68,2.14
115,Exit long,2026-02-26 18:15,HTF runner,5173.4,0.49,2534.966,-0.51,-0.02,0,0.00,0,0.00,2141.92,2.14
115,Entry long,2026-02-26 18:15,L,5173.4,0.49,2534.966,-0.51,-0.02,0,0.00,0,0.00,2141.92,2.14
116,Exit long,2026-02-27 06:15,S,5197.115,0.49,2534.966,11.11,0.44,13.27,0.52,-6.56,-0.26,2153.29,2.15
116,Entry long,2026-02-26 18:15,L,5173.4,0.49,2534.966,11.11,0.44,13.27,0.52,-6.56,-0.26,2153.29,2.15
117,Exit short,2026-02-27 09:45,2R partial,5173.36,0.49,2546.58635,11.13,0.44,11.39,0.45,-1.41,-0.06,2164.16,2.16
117,Entry short,2026-02-27 06:15,S,5197.115,0.49,2546.58635,11.13,0.44,11.39,0.45,-1.41,-0.06,2164.16,2.16
118,Exit short,2026-02-27 10:15,L,5174.23,0.49,2546.58635,10.71,0.42,13.68,0.54,-1.41,-0.06,2175.12,2.18
118,Entry short,2026-02-27 06:15,S,5197.115,0.49,2546.58635,10.71,0.42,13.68,0.54,-1.41,-0.06,2175.12,2.18
119,Exit long,2026-02-27 10:15,HTF runner,5174.23,0.49,2535.3727,-0.51,-0.02,0,0.00,0,0.00,2174.36,2.17
119,Entry long,2026-02-27 10:15,L,5174.23,0.49,2535.3727,-0.51,-0.02,0,0.00,0,0.00,2174.36,2.17
120,Exit long,2026-02-27 10:15,2R partial,5172.944,0.49,2535.3727,-1.14,-0.04,0,0.00,-0.88,-0.03,2173.48,2.17
120,Entry long,2026-02-27 10:15,L,5174.23,0.49,2535.3727,-1.14,-0.04,0,0.00,-0.88,-0.03,2173.48,2.17
121,Exit short,2026-03-03 11:30,2R partial,5110.221,0.48,2539.0536,85.65,3.37,85.89,3.38,-22.54,-0.89,2258.87,2.26
121,Entry short,2026-03-03 06:15,S,5289.695,0.48,2539.0536,85.65,3.37,85.89,3.38,-22.54,-0.89,2258.87,2.26
122,Exit short,2026-03-03 14:45,HTF runner,5051.77,0.48,2539.0536,113.71,4.48,113.95,4.49,-22.54,-0.89,2372.83,2.37
122,Entry short,2026-03-03 06:15,S,5289.695,0.48,2539.0536,113.71,4.48,113.95,4.49,-22.54,-0.89,2372.83,2.37
123,Exit long,2026-03-06 14:15,HTF runner,5108.72,0.5,2548.655,5.19,0.20,5.45,0.21,-4.84,-0.19,2377.77,2.38
123,Entry long,2026-03-06 14:15,L,5097.31,0.5,2548.655,5.19,0.20,5.45,0.21,-4.84,-0.19,2377.77,2.38
124,Exit long,2026-03-06 19:15,2R partial,5172.807,0.5,2548.655,37.23,1.46,37.49,1.47,-6.82,-0.27,2415.26,2.42
124,Entry long,2026-03-06 14:15,L,5097.31,0.5,2548.655,37.23,1.46,37.49,1.47,-6.82,-0.27,2415.26,2.42
125,Exit short,2026-03-08 22:30,2R partial,5122.324,0.49,2528.03985,17.6,0.70,17.85,0.71,-2.84,-0.11,2432.6,2.43
125,Entry short,2026-03-08 22:15,S,5159.265,0.49,2528.03985,17.6,0.70,17.85,0.71,-2.84,-0.11,2432.6,2.43
126,Exit short,2026-03-08 23:30,HTF runner,5093.225,0.5,2579.6325,32.51,1.26,32.76,1.27,-2.9,-0.11,2465.37,2.47
126,Entry short,2026-03-08 22:15,S,5159.265,0.5,2579.6325,32.51,1.26,32.76,1.27,-2.9,-0.11,2465.37,2.47
127,Exit long,2026-03-09 19:15,HTF runner,5133.443,0.5,2549.955,16.25,0.64,16.51,0.65,-5.64,-0.22,2481.37,2.48
127,Entry long,2026-03-09 17:15,L,5099.91,0.5,2549.955,16.25,0.64,16.51,0.65,-5.64,-0.22,2481.37,2.48
128,Exit long,2026-03-10 01:45,2R partial,5184.487,0.5,2549.955,41.77,1.64,42.03,1.65,-5.64,-0.22,2523.4,2.52
128,Entry long,2026-03-09 17:15,L,5099.91,0.5,2549.955,41.77,1.64,42.03,1.65,-5.64,-0.22,2523.4,2.52
129,Exit short,2026-03-11 13:15,L,5177.845,0.98,5080.3249,5.02,0.10,20.89,0.41,-13.41,-0.26,2528.42,2.53
129,Entry short,2026-03-11 09:15,S,5184.005,0.98,5080.3249,5.02,0.10,20.89,0.41,-13.41,-0.26,2528.42,2.53
130,Exit long,2026-03-11 13:30,2R partial,5172.938,0.49,2537.14405,-2.91,-0.11,2.36,0.09,-2.66,-0.10,2525.25,2.53
130,Entry long,2026-03-11 13:15,L,5177.845,0.49,2537.14405,-2.91,-0.11,2.36,0.09,-2.66,-0.10,2525.25,2.53
131,Exit long,2026-03-11 13:30,HTF runner,5172.938,0.49,2537.14405,-2.91,-0.11,2.36,0.09,-2.66,-0.10,2522.6,2.52
131,Entry long,2026-03-11 13:15,L,5177.845,0.49,2537.14405,-2.91,-0.11,2.36,0.09,-2.66,-0.10,2522.6,2.52
132,Exit short,2026-03-11 22:30,2R partial,5155.684,0.49,2535.7892,9,0.35,9.25,0.36,-1.19,-0.05,2531.33,2.53
132,Entry short,2026-03-11 22:15,S,5175.08,0.49,2535.7892,9,0.35,9.25,0.36,-1.19,-0.05,2531.33,2.53
133,Exit short,2026-03-12 05:15,L,5146.405,0.5,2587.54,13.82,0.53,24.46,0.95,-1.21,-0.05,2545.41,2.55
133,Entry short,2026-03-11 22:15,S,5175.08,0.5,2587.54,13.82,0.53,24.46,0.95,-1.21,-0.05,2545.41,2.55
134,Exit long,2026-03-12 05:15,2R partial,5144.145,0.49,2521.73845,-1.61,-0.06,1.08,0.04,-1.36,-0.05,2543.55,2.54
134,Entry long,2026-03-12 05:15,L,5146.405,0.49,2521.73845,-1.61,-0.06,1.08,0.04,-1.36,-0.05,2543.55,2.54
135,Exit long,2026-03-12 05:15,HTF runner,5144.145,0.5,2573.2025,-1.64,-0.06,1.1,0.04,-1.39,-0.05,2542.16,2.54
135,Entry long,2026-03-12 05:15,L,5146.405,0.5,2573.2025,-1.64,-0.06,1.1,0.04,-1.39,-0.05,2542.16,2.54
136,Exit short,2026-03-12 13:15,2R partial,5167.124,0.49,2540.46625,8.07,0.32,8.32,0.33,-0.3,-0.01,2549.97,2.55
136,Entry short,2026-03-12 13:15,S,5184.625,0.49,2540.46625,8.07,0.32,8.32,0.33,-0.3,-0.01,2549.97,2.55
137,Exit short,2026-03-12 18:45,HTF runner,5093.225,0.49,2540.46625,44.28,1.74,44.53,1.75,-0.3,-0.01,2594.51,2.59
137,Entry short,2026-03-12 13:15,S,5184.625,0.49,2540.46625,44.28,1.74,44.53,1.75,-0.3,-0.01,2594.51,2.59
138,Exit long,2026-03-24 23:15,2R partial,4500.256,0.58,2550.7182,58.91,2.31,59.18,2.32,-14.83,-0.58,2653.17,2.65
138,Entry long,2026-03-24 17:15,L,4397.79,0.58,2550.7182,58.91,2.31,59.18,2.32,-14.83,-0.58,2653.17,2.65
139,Exit long,2026-03-26 05:15,S,4508.645,0.58,2550.7182,63.78,2.50,118.56,4.65,-14.83,-0.58,2717.2,2.72
139,Entry long,2026-03-24 17:15,L,4397.79,0.58,2550.7182,63.78,2.50,118.56,4.65,-14.83,-0.58,2717.2,2.72
140,Exit short,2026-03-26 05:15,HTF runner,4508.645,0.57,2569.92765,-0.51,-0.02,0,0.00,0,0.00,2716.44,2.72
140,Entry short,2026-03-26 05:15,S,4508.645,0.57,2569.92765,-0.51,-0.02,0,0.00,0,0.00,2716.44,2.72
141,Exit short,2026-03-26 06:00,2R partial,4431.365,0.56,2524.8412,42.78,1.69,43.02,1.70,-1.82,-0.07,2759.46,2.76
141,Entry short,2026-03-26 05:15,S,4508.645,0.56,2524.8412,42.78,1.69,43.02,1.70,-1.82,-0.07,2759.46,2.76
142,Exit long,2026-03-27 14:45,2R partial,4482.303,0.58,2568.7765,30.44,1.18,30.7,1.20,-9.04,-0.35,2789.65,2.79
142,Entry long,2026-03-27 13:15,L,4428.925,0.58,2568.7765,30.44,1.18,30.7,1.20,-9.04,-0.35,2789.65,2.79
143,Exit long,2026-03-29 22:15,S,4497.79,0.58,2568.7765,39.42,1.53,73.23,2.85,-9.04,-0.35,2829.33,2.83
143,Entry long,2026-03-27 13:15,L,4428.925,0.58,2568.7765,39.42,1.53,73.23,2.85,-9.04,-0.35,2829.33,2.83
144,Exit short,2026-03-29 23:00,HTF runner,4477.54,0.57,2563.7403,11.03,0.43,11.29,0.44,-9.09,-0.35,2840.11,2.84
144,Entry short,2026-03-29 22:15,S,4497.79,0.57,2563.7403,11.03,0.43,11.29,0.44,-9.09,-0.35,2840.11,2.84
145,Exit short,2026-03-30 00:00,2R partial,4429.17,0.57,2563.7403,38.6,1.51,38.86,1.52,-9.09,-0.35,2878.97,2.88
145,Entry short,2026-03-29 22:15,S,4497.79,0.57,2563.7403,38.6,1.51,38.86,1.52,-9.09,-0.35,2878.97,2.88
146,Exit long,2026-03-30 05:45,2R partial,4524.391,0.57,2542.3881,36,1.42,36.26,1.43,-8.91,-0.35,2914.71,2.91
146,Entry long,2026-03-30 01:15,L,4460.33,0.57,2542.3881,36,1.42,36.26,1.43,-8.91,-0.35,2914.71,2.91
147,Exit long,2026-03-31 01:30,HTF runner,4598.956,0.58,2586.9914,79.88,3.09,80.14,3.10,-9.06,-0.35,2994.85,2.99
147,Entry long,2026-03-30 01:15,L,4460.33,0.58,2586.9914,79.88,3.09,80.14,3.10,-9.06,-0.35,2994.85,2.99
148,Exit short,2026-04-02 05:30,2R partial,4644.33,0.54,2565.3915,56.95,2.22,57.2,2.23,-1.76,-0.07,3051.54,3.05
148,Entry short,2026-04-02 01:15,S,4750.725,0.54,2565.3915,56.95,2.22,57.2,2.23,-1.76,-0.07,3051.54,3.05
149,Exit short,2026-04-02 17:15,L,4664.04,0.54,2565.3915,46.3,1.80,106.06,4.13,-1.76,-0.07,3098.09,3.10
149,Entry short,2026-04-02 01:15,S,4750.725,0.54,2565.3915,46.3,1.80,106.06,4.13,-1.76,-0.07,3098.09,3.10
150,Exit long,2026-04-05 22:15,S,4630.3,1.1,5130.444,-38.14,-0.74,19.25,0.38,-54.94,-1.07,3059.96,3.06
150,Entry long,2026-04-02 17:15,L,4664.04,1.1,5130.444,-38.14,-0.74,19.25,0.38,-54.94,-1.07,3059.96,3.06
151,Exit short,2026-04-06 01:15,L,4641.92,1.11,5139.633,-13.93,-0.27,32.18,0.63,-27.48,-0.53,3046.03,3.05
151,Entry short,2026-04-05 22:15,S,4630.3,1.11,5139.633,-13.93,-0.27,32.18,0.63,-27.48,-0.53,3046.03,3.05
152,Exit long,2026-04-06 01:15,HTF runner,4641.92,0.55,2553.056,-0.51,-0.02,0,0.00,0,0.00,3045.26,3.05
152,Entry long,2026-04-06 01:15,L,4641.92,0.55,2553.056,-0.51,-0.02,0,0.00,0,0.00,3045.26,3.05
153,Exit long,2026-04-06 08:45,2R partial,4697.94,0.55,2553.056,30.3,1.19,30.56,1.20,-11.98,-0.47,3075.82,3.08
153,Entry long,2026-04-06 01:15,L,4641.92,0.55,2553.056,30.3,1.19,30.56,1.20,-11.98,-0.47,3075.82,3.08
154,Exit short,2026-04-07 05:15,L,4655.84,1.1,5135.702,13.25,0.26,57.01,1.11,-32.37,-0.63,3089.07,3.09
154,Entry short,2026-04-06 13:15,S,4668.82,1.1,5135.702,13.25,0.26,57.01,1.11,-32.37,-0.63,3089.07,3.09
155,Exit long,2026-04-07 05:15,HTF runner,4655.84,0.55,2560.712,-0.51,-0.02,0,0.00,0,0.00,3088.3,3.09
155,Entry long,2026-04-07 05:15,L,4655.84,0.55,2560.712,-0.51,-0.02,0,0.00,0,0.00,3088.3,3.09
156,Exit long,2026-04-07 09:15,S,4685.8,0.55,2560.712,15.96,0.62,20.67,0.81,-18.06,-0.71,3104.52,3.10
156,Entry long,2026-04-07 05:15,L,4655.84,0.55,2560.712,15.96,0.62,20.67,0.81,-18.06,-0.71,3104.52,3.10
157,Exit short,2026-04-07 11:00,2R partial,4645.99,0.55,2577.19,21.38,0.83,21.64,0.84,-5.27,-0.20,3125.65,3.13
157,Entry short,2026-04-07 09:15,S,4685.8,0.55,2577.19,21.38,0.83,21.64,0.84,-5.27,-0.20,3125.65,3.13
158,Exit short,2026-04-07 17:15,L,4667.93,0.55,2577.19,9.31,0.36,42.74,1.66,-5.27,-0.20,3135.22,3.14
158,Entry short,2026-04-07 09:15,S,4685.8,0.55,2577.19,9.31,0.36,42.74,1.66,-5.27,-0.20,3135.22,3.14
159,Exit long,2026-04-07 17:15,HTF runner,4667.93,0.55,2567.3615,-0.51,-0.02,0,0.00,0,0.00,3134.45,3.13
159,Entry long,2026-04-07 17:15,L,4667.93,0.55,2567.3615,-0.51,-0.02,0,0.00,0,0.00,3134.45,3.13
160,Exit long,2026-04-07 22:45,2R partial,4795.793,0.55,2567.3615,69.8,2.72,70.07,2.73,-7.85,-0.31,3204.51,3.20
160,Entry long,2026-04-07 17:15,L,4667.93,0.55,2567.3615,69.8,2.72,70.07,2.73,-7.85,-0.31,3204.51,3.20
161,Exit short,2026-04-09 05:15,L,4713.93,1.08,5141.8476,49.78,0.97,66.71,1.30,-2.52,-0.05,3254.29,3.25
161,Entry short,2026-04-08 17:15,S,4760.97,1.08,5141.8476,49.78,0.97,66.71,1.30,-2.52,-0.05,3254.29,3.25
162,Exit long,2026-04-09 05:15,HTF runner,4713.93,0.55,2592.6615,-0.52,-0.02,0,0.00,0,0.00,3253.52,3.25
162,Entry long,2026-04-09 05:15,L,4713.93,0.55,2592.6615,-0.52,-0.02,0,0.00,0,0.00,3253.52,3.25
163,Exit long,2026-04-09 10:15,2R partial,4735.493,0.54,2545.5222,11.13,0.44,11.39,0.45,-5.84,-0.23,3264.9,3.26
163,Entry long,2026-04-09 05:15,L,4713.93,0.54,2545.5222,11.13,0.44,11.39,0.45,-5.84,-0.23,3264.9,3.26
164,Exit short,2026-04-10 09:15,L,4746.92,1.08,5140.8864,13.19,0.26,31.17,0.61,-10.56,-0.21,3278.09,3.28
164,Entry short,2026-04-10 05:15,S,4760.08,1.08,5140.8864,13.19,0.26,31.17,0.61,-10.56,-0.21,3278.09,3.28
165,Exit long,2026-04-10 09:15,HTF runner,4746.92,0.54,2563.3368,-0.51,-0.02,0,0.00,0,0.00,3277.32,3.28
165,Entry long,2026-04-10 09:15,L,4746.92,0.54,2563.3368,-0.51,-0.02,0,0.00,0,0.00,3277.32,3.28
166,Exit long,2026-04-10 11:15,2R partial,4761.285,0.54,2563.3368,7.24,0.28,7.5,0.29,-2.73,-0.11,3284.82,3.28
166,Entry long,2026-04-10 09:15,L,4746.92,0.54,2563.3368,7.24,0.28,7.5,0.29,-2.73,-0.11,3284.82,3.28
167,Exit short,2026-04-12 22:00,2R partial,4670.425,0.54,2572.938,50.4,1.96,50.65,1.97,-4.93,-0.19,3334.96,3.33
167,Entry short,2026-04-10 17:15,S,4764.7,0.54,2572.938,50.4,1.96,50.65,1.97,-4.93,-0.19,3334.96,3.33
168,Exit short,2026-04-13 17:15,L,4731.025,0.54,2572.938,17.67,0.69,64.67,2.51,-4.93,-0.19,3352.89,3.35
168,Entry short,2026-04-10 17:15,S,4764.7,0.54,2572.938,17.67,0.69,64.67,2.51,-4.93,-0.19,3352.89,3.35
169,Exit long,2026-04-14 13:30,2R partial,4796.709,0.54,2554.7535,34.95,1.37,35.21,1.38,-4.3,-0.17,3387.59,3.39
169,Entry long,2026-04-13 17:15,L,4731.025,0.54,2554.7535,34.95,1.37,35.21,1.38,-4.3,-0.17,3387.59,3.39
170,Exit long,2026-04-14 13:30,HTF runner,4800.8,0.55,2602.06375,37.85,1.45,38.12,1.46,-4.38,-0.17,3425.7,3.43
170,Entry long,2026-04-13 17:15,L,4731.025,0.55,2602.06375,37.85,1.45,38.12,1.46,-4.38,-0.17,3425.7,3.43
171,Exit short,2026-04-15 22:15,L,4792.085,1.07,5134.20775,5.65,0.11,10.65,0.21,-11.89,-0.23,3431.35,3.43
171,Entry short,2026-04-15 17:15,S,4798.325,1.07,5134.20775,5.65,0.11,10.65,0.21,-11.89,-0.23,3431.35,3.43
172,Exit long,2026-04-15 22:15,2R partial,4798.498,0.53,2539.80505,2.89,0.11,3.14,0.12,-0.31,-0.01,3433.98,3.43
172,Entry long,2026-04-15 22:15,L,4792.085,0.53,2539.80505,2.89,0.11,3.14,0.12,-0.31,-0.01,3433.98,3.43
173,Exit long,2026-04-15 22:15,HTF runner,4800.8,0.54,2587.7259,4.19,0.16,4.45,0.17,-0.32,-0.01,3438.43,3.44
173,Entry long,2026-04-15 22:15,L,4792.085,0.54,2587.7259,4.19,0.16,4.45,0.17,-0.32,-0.01,3438.43,3.44
174,Exit short,2026-04-16 13:45,2R partial,4787.696,0.53,2553.29355,15.31,0.60,15.56,0.61,-3.7,-0.15,3453.47,3.45
174,Entry short,2026-04-16 13:15,S,4817.535,0.53,2553.29355,15.31,0.60,15.56,0.61,-3.7,-0.15,3453.47,3.45
175,Exit short,2026-04-17 01:15,L,4779.115,0.54,2601.4689,20.23,0.78,25.78,0.99,-3.77,-0.15,3473.96,3.47
175,Entry short,2026-04-16 13:15,S,4817.535,0.54,2601.4689,20.23,0.78,25.78,0.99,-3.77,-0.15,3473.96,3.47
176,Exit long,2026-04-17 01:15,2R partial,4767.908,0.54,2580.7221,-6.57,-0.25,3.09,0.12,-6.31,-0.24,3467.14,3.47
176,Entry long,2026-04-17 01:15,L,4779.115,0.54,2580.7221,-6.57,-0.25,3.09,0.12,-6.31,-0.24,3467.14,3.47
177,Exit long,2026-04-17 01:15,HTF runner,4767.908,0.54,2580.7221,-6.57,-0.25,3.09,0.12,-6.31,-0.24,3460.83,3.46
177,Entry long,2026-04-17 01:15,L,4779.115,0.54,2580.7221,-6.57,-0.25,3.09,0.12,-6.31,-0.24,3460.83,3.46
178,Exit short,2026-04-17 06:15,2R partial,4784.304,0.53,2546.57315,10.38,0.41,10.64,0.42,-0.5,-0.02,3470.95,3.47
178,Entry short,2026-04-17 05:15,S,4804.855,0.53,2546.57315,10.38,0.41,10.64,0.42,-0.5,-0.02,3470.95,3.47
179,Exit short,2026-04-17 09:15,L,4793.305,0.54,2594.6217,5.72,0.22,13.8,0.53,-0.51,-0.02,3476.93,3.48
179,Entry short,2026-04-17 05:15,S,4804.855,0.54,2594.6217,5.72,0.22,13.8,0.53,-0.51,-0.02,3476.93,3.48
180,Exit long,2026-04-17 11:45,HTF runner,4800.8,0.54,2588.3847,3.53,0.14,3.79,0.15,-6.23,-0.24,3480.2,3.48
180,Entry long,2026-04-17 09:15,L,4793.305,0.54,2588.3847,3.53,0.14,3.79,0.15,-6.23,-0.24,3480.2,3.48
181,Exit long,2026-04-17 12:45,2R partial,4825.299,0.53,2540.45165,16.45,0.65,16.7,0.66,-6.11,-0.24,3496.91,3.50
181,Entry long,2026-04-17 09:15,L,4793.305,0.53,2540.45165,16.45,0.65,16.7,0.66,-6.11,-0.24,3496.91,3.50
182,Exit short,2026-04-20 17:15,L,4808.915,1.08,5173.362,-21.3,-0.41,57.07,1.10,-41.07,-0.79,3475.6,3.48
182,Entry short,2026-04-19 22:15,S,4790.15,1.08,5173.362,-21.3,-0.41,57.07,1.10,-41.07,-0.79,3475.6,3.48
183,Exit long,2026-04-21 01:15,S,4814.82,1.07,5145.53905,5.29,0.10,25.69,0.50,-4.53,-0.09,3480.89,3.48
183,Entry long,2026-04-20 17:15,L,4808.915,1.07,5145.53905,5.29,0.10,25.69,0.50,-4.53,-0.09,3480.89,3.48
184,Exit short,2026-04-21 02:30,HTF runner,4803.138,0.54,2600.0028,5.79,0.22,6.05,0.23,-2.56,-0.10,3486.43,3.49
184,Entry short,2026-04-21 01:15,S,4814.82,0.54,2600.0028,5.79,0.22,6.05,0.23,-2.56,-0.10,3486.43,3.49
185,Exit short,2026-04-21 06:45,2R partial,4775.06,0.53,2551.8546,20.56,0.81,20.82,0.82,-2.51,-0.10,3507.25,3.51
185,Entry short,2026-04-21 01:15,S,4814.82,0.53,2551.8546,20.56,0.81,20.82,0.82,-2.51,-0.10,3507.25,3.51
186,Exit long,2026-04-24 17:15,S,4727.935,1.1,5173.157,26.53,0.51,40.95,0.79,-15.04,-0.29,3533.78,3.53
186,Entry long,2026-04-24 13:15,L,4702.87,1.1,5173.157,26.53,0.51,40.95,0.79,-15.04,-0.29,3533.78,3.53
187,Exit short,2026-04-24 20:00,2R partial,4712.912,0.54,2553.0849,7.6,0.30,7.86,0.31,-1.1,-0.04,3541.12,3.54
187,Entry short,2026-04-24 17:15,S,4727.935,0.54,2553.0849,7.6,0.30,7.86,0.31,-1.1,-0.04,3541.12,3.54
188,Exit short,2026-04-27 01:15,L,4692.88,0.55,2600.36425,18.76,0.72,30.28,1.16,-1.12,-0.04,3560.14,3.56
188,Entry short,2026-04-24 17:15,S,4727.935,0.55,2600.36425,18.76,0.72,30.28,1.16,-1.12,-0.04,3560.14,3.56
189,Exit long,2026-04-27 01:15,HTF runner,4697.34,0.55,2581.084,1.94,0.08,2.19,0.09,-1.25,-0.05,3561.82,3.56
189,Entry long,2026-04-27 01:15,L,4692.88,0.55,2581.084,1.94,0.08,2.19,0.09,-1.25,-0.05,3561.82,3.56
190,Exit long,2026-04-27 02:45,2R partial,4718.931,0.55,2581.084,13.81,0.54,14.07,0.55,-1.25,-0.05,3575.89,3.58
190,Entry long,2026-04-27 01:15,L,4692.88,0.55,2581.084,13.81,0.54,14.07,0.55,-1.25,-0.05,3575.89,3.58
191,Exit short,2026-04-27 13:00,2R partial,4696.239,0.54,2547.9495,11.47,0.45,11.73,0.46,-1.13,-0.04,3587.1,3.59
191,Entry short,2026-04-27 05:15,S,4718.425,0.54,2547.9495,11.47,0.45,11.73,0.46,-1.13,-0.04,3587.1,3.59
192,Exit short,2026-04-28 05:30,HTF runner,4644.465,0.55,2595.13375,40.16,1.55,40.42,1.56,-1.15,-0.04,3627.53,3.63
192,Entry short,2026-04-27 05:15,S,4718.425,0.55,2595.13375,40.16,1.55,40.42,1.56,-1.15,-0.04,3627.53,3.63
193,Exit long,2026-04-30 08:00,2R partial,4626.497,0.56,2549.876,40.45,1.59,40.71,1.60,-0.95,-0.04,3667.71,3.67
193,Entry long,2026-04-30 05:15,L,4553.35,0.56,2549.876,40.45,1.59,40.71,1.60,-0.95,-0.04,3667.71,3.67
194,Exit long,2026-05-01 05:15,S,4614.205,0.57,2595.4095,34.16,1.32,53.15,2.05,-0.97,-0.04,3702.14,3.70
194,Entry long,2026-04-30 05:15,L,4553.35,0.57,2595.4095,34.16,1.32,53.15,2.05,-0.97,-0.04,3702.14,3.70
195,Exit short,2026-05-01 05:15,HTF runner,4614.205,0.56,2583.9548,-0.52,-0.02,0,0.00,0,0.00,3701.36,3.70
